-0.9 -0.9 0.785398 0 0 0
-0.834689 -0.828859 0.956192 0.483309 0.853972 0.2
-0.809916 -0.79376 0.854537 0.429616 -1.01655 0.1
-0.71619 -0.705939 0.549572 0.429616 -1.01655 0.3
-0.600419 -0.650312 0.244606 0.429616 -1.01655 0.3
-0.516213 -0.633788 0.0412954 0.429616 -1.01655 0.2
-0.430405 -0.634606 -0.162015 0.429616 -1.01655 0.2
-0.306402 -0.668081 -0.466981 0.429616 -1.01655 0.3
-0.268041 -0.687422 -0.568636 0.429616 -1.01655 0.1
-0.21297 -0.720718 -0.469297 0.321871 0.496696 0.2
-0.124858 -0.760027 -0.320288 0.321871 0.496696 0.3
-0.000171472 -0.791305 -0.121609 0.321871 0.496696 0.4
0.0960609 -0.79824 0.0273995 0.321871 0.496696 0.3
0.192257 -0.790812 0.176408 0.321871 0.496696 0.3
0.286283 -0.769184 0.325417 0.321871 0.496696 0.3
0.316781 -0.758894 0.375087 0.321871 0.496696 0.1
0.374338 -0.737504 0.298 0.30707 -0.385434 0.2
0.493529 -0.708313 0.143826 0.30707 -0.385434 0.4
0.554456 -0.700685 0.0667395 0.30707 -0.385434 0.2
0.585094 -0.698637 0.0281961 0.30707 -0.385434 0.1
0.681233 -0.687161 0.269831 0.242606 0.604086 0.4
0.792989 -0.641138 0.571874 0.242606 0.604086 0.5
0.83296 -0.61367 0.692691 0.242606 0.604086 0.2
0.885995 -0.563955 0.873917 0.242606 0.604086 0.3
0.929201 -0.505495 1.05514 0.242606 0.604086 0.3
0.969126 -0.417289 1.29678 0.242606 0.604086 0.4
0.986784 -0.322092 1.53841 0.242606 0.604086 0.4
0.97611 -0.201703 1.84046 0.242606 0.604086 0.5
0.941978 -0.111097 2.08209 0.242606 0.604086 0.4
0.902646 -0.0499637 2.26332 0.242606 0.604086 0.3
0.888828 -0.000579141 1.25606 0.0890871 -1.67876 0.6
0.89572 0.0157831 0.920305 0.0890871 -1.67876 0.2
0.932999 0.0975576 1.42949 0.113542 0.636477 0.8
0.966196 0.197748 1.02115 0.132841 -0.510423 0.8
0.997287 0.240732 0.816978 0.132841 -0.510423 0.4
1 0.285001 1.10715 0.285708 1.45086 0.2
1 0.39439 1.68749 0.285708 1.45086 0.4
0.977973 0.476603 2.12275 0.285708 1.45086 0.3
0.923335 0.541862 2.55801 0.285708 1.45086 0.3
0.818018 0.582221 3.13835 0.285708 1.45086 0.4
0.707815 0.558226 -2.56449 0.285708 1.45086 0.4
0.64395 0.501965 -2.12923 0.285708 1.45086 0.3
0.610306 0.444337 -2.00923 0.333804 0.600033 0.2
0.596135 0.414113 -1.94922 0.333804 0.600033 0.1
0.573312 0.301102 -1.41177 0.388453 1.7915 0.3
0.59235 0.226102 -1.05347 0.388453 1.7915 0.2
0.666313 0.13766 -0.516021 0.388453 1.7915 0.3
0.736762 0.105653 -0.15772 0.388453 1.7915 0.2
0.775125 0.0995519 0.0214302 0.388453 1.7915 0.1
0.888106 0.122523 0.558881 0.388453 1.7915 0.3
0.949778 0.169256 0.917182 0.388453 1.7915 0.2
0.991146 0.23465 1.27548 0.388453 1.7915 0.2
1 0.271813 1.45463 0.388453 1.7915 0.1
1 0.310397 1.63378 0.388453 1.7915 0.1
0.988241 0.386877 1.99208 0.388453 1.7915 0.2
0.983782 0.399946 1.62205 0.0693409 -1.85016 0.2
0.986206 0.482114 1.29903 0.412358 -1.6151 0.2
0.997275 0.521836 1.13752 0.412358 -1.6151 0.1
1 0.593416 0.8145 0.412358 -1.6151 0.2
1 0.612656 -0.780359 0.229707 -1.99357 0.8
1 0.533644 -1.57779 0.229707 -1.99357 0.4
0.999839 0.510674 -1.77715 0.229707 -1.99357 0.1
0.915641 0.411666 -2.97329 0.229707 -1.99357 0.6
0.808217 0.436866 2.31311 0.229707 -1.99357 0.5
0.773082 0.495088 1.71504 0.229707 -1.99357 0.3
0.786899 0.583633 0.917606 0.229707 -1.99357 0.4
0.882715 0.638352 -0.0791815 0.229707 -1.99357 0.5
0.905614 0.636535 -0.278539 0.229707 -1.99357 0.1
0.978151 0.619998 -0.0610257 0.372543 1.08757 0.2
1 0.686754 0.700271 0.372543 1.08757 0.7
1 0.79918 1.1353 0.372543 1.08757 0.4
1 0.868241 1.35281 0.372543 1.08757 0.2
1 0.899826 1.23933 0.108878 -0.378263 0.3
1 0.994725 0.861069 0.108878 -0.378263 1
1 1 0.142369 0.108878 -0.378263 1.9
1 1 -0.0884864 0.445206 -1.15428 0.2
1 0.903549 -0.781053 0.445206 -1.15428 0.6
1 0.823004 -1.59512 0.153205 -1.35678 0.6
0.999627 0.807688 -1.7308 0.153205 -1.35678 0.1
0.900838 0.705922 -3.08759 0.153205 -1.35678 1
0.803873 0.74165 2.24585 0.153205 -1.35678 0.7
0.776355 0.795618 1.70314 0.153205 -1.35678 0.4
0.794731 0.883185 0.889067 0.153205 -1.35678 0.6
0.804385 0.895081 0.753388 0.153205 -1.35678 0.1
0.894428 0.980714 0.769983 0.207104 0.0276581 0.6
